      1000        1.9142668596
      2000        1.7180037011
      3000        2.0906907228
      4000        1.5344476989
      5000        1.2086358965
      6000        0.7128056062
      7000        0.7703279655
      8000        1.3189500195
      9000        0.8911661657
     10000        1.6367221866
     11000        1.4147449904
     12000        0.3494695739
     13000        1.1172820432
     14000        1.4657278207
     15000        0.9756336283
     16000        1.2483749461
     17000        1.1096915385
     18000        1.6328742493
     19000        1.7026068422
     20000        1.6956174596
     21000        1.3035154251
     22000        1.1345200605
     23000        1.2142007785
     24000        0.6819672554
     25000        0.0853353213
     26000        1.3775722305
     27000        0.9321600264
     28000        0.8283035608
     29000        0.6956837847
     30000        1.1241625147
     31000        1.5031656002
     32000        0.9605216235
     33000        1.1884773700
     34000        1.3810529218
     35000        1.2682431309
     36000        1.6063478172
     37000        1.3780419640
     38000        1.3355646640
     39000        0.9760193463
     40000        1.3772611127
     41000        0.6524408795
     42000        1.1223153209
     43000        0.7045486185
     44000        0.4888637954
     45000        0.6179559801
     46000        0.1042731939
     47000        0.9387413615
     48000        0.1992878633
     49000        1.0335726978
     50000        0.7644088094
     51000        1.2361478639
     52000        1.1760177861
     53000        1.1321705400
     54000        1.0800926216
     55000        1.6081580066
     56000        1.2324646205
     57000        1.0331054384
     58000        0.9162602427
     59000        1.2866032374
     60000        0.5301070039
     61000        0.6570968110
     62000        0.8931195870
     63000        0.9043133724
     64000        0.3887872936
     65000        0.4945660733
     66000        0.7000217427
     67000        0.5221675967
     68000        0.6061773530
     69000        0.7312535996
     70000        0.9065110699
     71000        0.3406514365
     72000        1.0150732470
     73000        0.6375029907
     74000        0.7885264113
     75000        1.3630951669
     76000        0.3043584219
     77000        0.5376067342
     78000        0.8108759783
     79000        1.4298263554
     80000        1.2492128905
     81000        0.8840738243
     82000        1.7826142487
     83000        1.3263804024
     84000        1.5321412005
     85000        0.7112749105
     86000        0.6675696154
     87000        0.6499078400
     88000        0.6372807377
     89000        0.7150334722
     90000       -0.0744655293
     91000        0.0518423096
     92000        0.8021163767
     93000        1.1272361420
     94000        0.9138894550
     95000        2.2696955034
     96000        1.5409312211
     97000        1.8475645247
     98000        1.3332734698
     99000        1.6704411567
    100000        1.0264260689
    101000        1.1680451625
    102000        1.0643342600
    103000        1.3884285772
    104000        1.4474446170
    105000        0.9892446414
    106000        1.2486946595
    107000        0.8802775312
    108000        1.1566675633
    109000        0.2278570759
    110000       -0.0677098151
    111000        0.2398149032
    112000        0.5686835138
    113000        1.2380070132
    114000        0.9971123234
    115000        0.7783225358
    116000        0.7643901764
    117000        0.9043595255
    118000        1.2708074060
    119000        1.3310666260
    120000        0.8977157658
    121000        0.5711743089
    122000        0.6987583897
    123000        0.6357142491
    124000        1.0600743223
    125000        0.9282454921
    126000        0.5495062083
    127000        0.6915236083
    128000        0.7025358532
    129000        1.3996728634
    130000        0.8471642885
    131000        0.8665231221
    132000        1.0489085377
    133000        1.6438387274
    134000        0.4434754634
    135000        1.9179306940
    136000        1.4379230981
    137000        1.8797192427
    138000        1.7907721096
    139000        1.8164227387
    140000        1.5398319517
    141000        0.7896986110
    142000        0.7472307886
    143000        1.6200267882
    144000        0.6288997666
    145000        0.8776096682
    146000        0.7467775849
    147000        1.4585957724
    148000        0.8646662456
    149000        0.8177478443
    150000        1.1343796300
    151000        1.7005712269
    152000        1.5112123412
    153000        1.1117093072
    154000        1.5621232563
    155000        1.2909690509
    156000        1.5836523600
    157000        1.3314043703
    158000        1.2280066424
    159000        1.3002924917
    160000        0.8407015476
    161000        1.2798477817
    162000        0.4436278142
    163000        0.8848627429
    164000        1.5653262236
    165000        0.2072695290
    166000        1.0185673572
    167000        0.4303494583
    168000        0.7854600215
    169000        1.1265971294
    170000        1.1446586601
    171000        0.5760345914
    172000        1.0991176107
    173000        0.6143078642
    174000        1.0159911271
    175000        0.7181351379
    176000        0.8907828722
    177000        1.5001788210
    178000        0.8762301256
    179000        1.1296820909
    180000        1.6015126663
    181000        1.3483878320
    182000        1.4676864519
    183000        1.1712370085
    184000        1.3703609476
    185000        1.6432434027
    186000        1.3185721336
    187000        0.5503516708
    188000        0.9234872773
    189000        0.7115259808
    190000        0.5205020971
    191000        1.5101658117
    192000        1.3041673737
    193000        1.2520823227
    194000        0.8950866274
    195000        1.2871094217
    196000        1.0473947196
    197000        0.9493015163
    198000        0.2449926380
    199000        1.0572464194
    200000        0.9433519949
    201000        1.2338425498
    202000        1.6078883856
    203000        0.3246180071
    204000        1.1147070294
    205000        1.3196676131
    206000        1.1432551019
    207000        0.6338103333
    208000        0.4300037601
    209000        1.7260840240
    210000        1.1544279493
    211000        1.6331714413
    212000        1.2194889677
    213000        1.4468217079
    214000        1.6213121295
    215000        1.7175693187
    216000        1.7316706492
    217000        1.6760748364
    218000        1.4492302062
    219000        1.5301880338
    220000        1.2444124794
    221000        1.3495401354
    222000        0.9898418712
    223000        1.6642401686
    224000        1.1483655476
    225000        1.4346000736
    226000        1.3672433304
    227000        1.2165482463
    228000        1.5390683158
    229000        1.1477593639
    230000        1.9316996493
    231000        2.0026040597
    232000        1.4701964559
    233000        1.0027593788
    234000        1.6876894891
    235000        1.2491123186
    236000        0.9022040401
    237000        0.9439166178
    238000        0.9193777585
    239000        0.4350604858
    240000        0.4219335451
    241000        0.5641666012
    242000        0.5066847295
    243000        0.8880300423
    244000        0.3970303141
    245000        0.3308159030
    246000        0.3909019247
    247000        0.8599159806
    248000        0.9696927802
    249000        0.1666901865
    250000        0.3930393904
    251000        0.7668391445
    252000        0.4288375783
    253000        0.1433442747
    254000        0.5508348183
    255000        0.2472265291
    256000        1.1076381076
    257000        0.9936082975
    258000        0.6248805540
    259000        1.1928601434
    260000        0.4664669965
    261000        0.6207364064
    262000        0.5024650037
    263000        0.2301515811
    264000        0.6298182159
    265000        0.7245635828
    266000        0.2715606586
    267000        1.0878261794
    268000        0.5093060520
    269000        0.3100769409
    270000        1.4844925662
    271000        0.9597637689
    272000        0.8771364627
    273000        0.9658828001
    274000        0.6051515489
    275000        0.9980016199
    276000        0.6262905758
    277000        0.9552548123
    278000        0.2872173250
    279000        0.4960216221
    280000        0.6780975331
    281000        1.0919782441
    282000        0.8754059506
    283000        0.2377571954
    284000        0.4163543285
    285000        0.5945653677
    286000        0.7125103496
    287000        0.3985692532
    288000        1.4643831855
    289000        1.9109989133
    290000        0.8159109923
    291000        1.2971118826
    292000        0.5468314982
    293000        1.4253004125
    294000        1.5996620365
    295000        1.0110865762
    296000        1.1404480763
    297000        1.3615179772
    298000        0.8729058548
    299000        0.7766491407
    300000        0.9660473015
    301000        0.7276141615
    302000        0.8973275235
    303000        1.3369491604
    304000        1.2746563148
    305000        1.0416144338
    306000        0.9602136695
    307000        1.1768735963
    308000        0.9124496424
    309000        0.6098945728
    310000        1.4291198994
    311000        1.1493487682
    312000        0.5026771451
    313000        0.2306887806
    314000        0.0658508939
    315000        1.1682924170
    316000        1.1976601317
    317000        1.2502688710
    318000        1.7041384763
    319000        1.4304640703
    320000        1.0895267249
    321000        1.1061765743
    322000        1.0204410603
    323000        0.4134321244
    324000        0.6418366821
    325000        0.4031931874
    326000        0.4915742556
    327000        0.7335655915
    328000        0.4794056356
    329000        1.1413074086
    330000        1.0410949640
    331000        1.0717848782
    332000        0.8693374222
    333000        1.0619064551
    334000        1.4536485679
    335000        1.1492667950
    336000        1.9964099312
    337000        1.7750377899
    338000        1.0753242248
    339000        0.8977692185
    340000        1.3704585086
    341000        2.3082862952
    342000        1.4201591627
    343000        1.9142580875
    344000        1.1597165414
    345000        0.8488880664
    346000        0.2838988019
    347000       -0.4416054475
    348000        0.0480279735
    349000        0.7854841271
    350000        0.7551799290
    351000        0.0318023206
    352000        0.7218023503
    353000        1.0125211949
    354000        0.1185537534
    355000        0.3950648373
    356000        0.2154118254
    357000        0.4752338833
    358000        0.3431485973
    359000        0.9741061270
    360000        1.2069215350
    361000        1.5315745308
    362000        1.0209121300
    363000        0.9064637031
    364000        1.1420249869
    365000        1.4438342609
    366000        0.6904171148
    367000        1.2335667413
    368000        1.1797687883
    369000        0.0706394168
    370000        0.5105626992
    371000        1.2902861165
    372000        1.0318909999
    373000        0.5907056537
    374000        0.9941884716
